gene	log2FC	p	padj	n
DMAC2L	-0.518685249999999	0.00675607997583526	0.469759351982865	8
CNTN6	0.43487525	0.00676709490663505	0.469759351982865	8
SYNC	-0.38564675	0.00679742590772096	0.469759351982865	8
GSTK1	-0.490169249999999	0.00684477404826506	0.469759351982865	8
GLMP	-0.634739999999999	0.0068722399007529	0.469759351982865	8
DPF3	0.421176250000001	0.00689934210262361	0.469759351982865	8
DOCK6	0.570898499999999	0.00692060064993332	0.469759351982865	8
ZNF783	0.462164249999999	0.00692181271409292	0.469759351982865	8
SENP8	-0.37322775	0.00692736039161718	0.469759351982865	8
ITGB8	-1.4568435	0.00697801323020894	0.469759351982865	8
COX7A2	-0.638932999999998	0.00698196402202717	0.469759351982865	8
PDLIM7	0.446350250000001	0.00698687059333738	0.469759351982865	8
IFITM1	-0.837348249999999	0.00699396845672529	0.469759351982865	8
COQ3	-0.507638249999999	0.00702443170385614	0.469759351982865	8
ZFP14	-0.40776125	0.00704667658133654	0.469759351982865	8
FADS1	-0.612466249999998	0.00704963013756986	0.469759351982865	8
ENDOD1	-0.666902250000001	0.0070905465608838	0.469759351982865	8
CDC26	-0.777241999999999	0.00711804369701744	0.469759351982865	8
PPTC7	-0.523014749999999	0.00717060819219474	0.469759351982865	8
OR2D3	0.5574395	0.00717922430499273	0.469759351982865	8
FAXDC2	-0.646870999999999	0.00718538572091978	0.469759351982865	8
SDC3	-0.3527225	0.00719525952423318	0.469759351982865	8
PLD1	-0.6280095	0.00719717720890209	0.469759351982865	8
TCIRG1	-0.364004499999999	0.00725304352260344	0.469759351982865	8
SMURF2	0.654042750000001	0.00726298189033715	0.469759351982865	8
ATAT1	0.314854000000001	0.007270038572416	0.469759351982865	8
ATAT1	0.314854000000001	0.007270038572416	0.469759351982865	8
TINAGL1	-0.42926825	0.00727766309065003	0.469759351982865	8
RASGRP1	0.662161750000001	0.00731193105032104	0.469759351982865	8
ZNF608	-0.731531	0.00736025819401093	0.469759351982865	8
BLOC1S1	-0.404171249999998	0.00736773873519077	0.469759351982865	8
WIPF2	-0.3847055	0.00737508491042132	0.469759351982865	8
MTFMT	-0.3409395	0.00738189959747671	0.469759351982865	8
ENOX2	-0.33310575	0.00739061507707161	0.469759351982865	8
HMGCS1	-0.8469655	0.00739580400773604	0.469759351982865	8
IPMK	-0.408463499999999	0.00739803619062255	0.469759351982865	8
INSIG1	-0.86776325	0.00741613365872529	0.469759351982865	8
MPPE1	-0.446087749999999	0.00755925160237474	0.469759351982865	8
NDUFB5	-0.481882999999999	0.00757704247043172	0.469759351982865	8
PLEKHA5	-0.667216999999999	0.0075914682202955	0.469759351982865	8
APLP2	-0.487245749999999	0.00760734503146102	0.469759351982865	8
COQ10A	-0.3841215	0.0076652724295753	0.469759351982865	8
MBNL3	-0.813178749999999	0.00766584647189004	0.469759351982865	8
CD200R1	0.4192665	0.00771267978370925	0.469759351982865	8
KCNV1	0.3261755	0.0077375578927146	0.469759351982865	8
ZSCAN12	-0.37091875	0.00775711234468835	0.469759351982865	8
RPL21P44	0.750811000000001	0.00778541240529308	0.469759351982865	8
NAV1	0.76407475	0.00779913502347958	0.469759351982865	8
GYPC	0.397111750000001	0.00782051855601582	0.469759351982865	8
TMEM19	-0.395829499999999	0.00783971709450643	0.469759351982865	8
TSKU	-0.6238645	0.00785332138564501	0.469759351982865	8
CDADC1	-0.36595925	0.00788478089105742	0.469759351982865	8
CBLN3	-0.506604499999999	0.00793702875692343	0.469759351982865	8
PPP1R12B	0.595084	0.00796862621401689	0.469759351982865	8
POU5F1B	0.4661185	0.00802523650891569	0.469759351982865	8
CCL11	-0.563438	0.00804560457022343	0.469759351982865	8
ELOVL6	-0.8078525	0.00805128566724165	0.469759351982865	8
SAV1	-0.337887499999999	0.00805206755651114	0.469759351982865	8
SC5D	-0.604547249999998	0.00806368937205119	0.469759351982865	8
APCDD1	-1.342417	0.00806710798687601	0.469759351982865	8
TNFSF4	2.54956975	0.00806984806201387	0.469759351982865	8
CLIC6	-1.27858025	0.00808294232617571	0.469759351982865	8
CYB5B	-0.409494	0.00810103158879049	0.469759351982865	8
GPRASP3	-0.420529249999999	0.00813761717983063	0.469759351982865	8
KLHL15	-0.4448115	0.00815006452749288	0.469759351982865	8
MFAP5	1.50582	0.00815753985912673	0.469759351982865	8
GUSBP1	0.628722250000001	0.0081790691507587	0.469759351982865	8
MAFB	-0.442546	0.00819987110447335	0.469759351982865	8
PSG9	0.48238775	0.00821234494201458	0.469759351982865	8
NAT1	-0.435875499999999	0.00821389541860906	0.469759351982865	8
FUNDC2	-0.551882999999999	0.0082273814380014	0.469759351982865	8
TMEM119	-0.668899999999999	0.00830722082670015	0.469759351982865	8
UQCR11	-0.466340749999999	0.00838251213882789	0.469759351982865	8
TWIST1	-0.53420775	0.00840110544707744	0.469759351982865	8
KREMEN1	-0.668488749999999	0.00841353416770146	0.469759351982865	8
LINC01140	-2.00978575	0.00844614927031132	0.469759351982865	8
EPHA5	-0.79178475	0.0084875787399721	0.469759351982865	8
CYP4V2	-0.952088	0.00850553466931099	0.469759351982865	8
ARHGEF2	0.59414125	0.00860789596303829	0.469759351982865	8
MAP3K7CL	1.1107785	0.00862162707798091	0.469759351982865	8
CAB39L	-0.702085999999999	0.00863212016889309	0.469759351982865	8
SNORD80	0.50839625	0.0086775807156769	0.469759351982865	8
